Document_Segment,Segment
1-s2.0-S0169204617300270-main.pdf.tei_20,"The British Town and Country Planning Act of specified procedures for controlling [urban] sprawl, for example, by seeking permission from the local council, and by slum clearance "
1-s2.0-S0301479717300713-main.pdf.tei_213,"laws against bush fires, driver, Awen-Naam (2011)'}]}, {'cell': ['Political drivers', 'Governmental laws', None, {'@cols': '2', '#text': 'laws for [forest] protection Agyemang (2012) as negative for mining and conflict with Fulani'}]}, {'cell': [None, 'National agricultural programmes National agricultural programmes', None, {'@cols': '2', '#text': 'Projects and programmes for developing [agriculture] in the UER, provided by Schindler (2009)'}]}, {'cell': [None, 'Fertilizer subsidies', None, {'@cols': '2', '#text': 'government, e.g"
1-s2.0-S0303243414001718-main.pdf.tei_39,"Extensive [land use ]changes have characterized the past fifty years, confirming the studies of ,  and "
1-s2.0-S016788090800131X-main.pdf.tei_46,"Apparently, the proximity of Yale ´to the road made influx of people higher than Boala, which is in line with the important synergetic cause-effect relation between population-infrastructure and agricultural expansion on tropical [deforestation] "
1-s2.0-S0006320709005400-main.pdf.tei_90,"Butterfly communities in [forest] fragments were affected by edges to a distance of at least 100 m; large fragments supported more [forest] species, but small fragments also held considerable species richness and facilitated dispersal "
1-s2.0-S0264837701000205-main.pdf.tei_19,"Furthermore, issues such as state politics, market incentives, climate variations, and access to land and [water] resources are generally acknowledged factors determining the trajectory of [land use ]change .'}, {'ref': [{'@type': 'bibr', '#text': '(Turner et al., 1993)'}, {'@type': 'bibr', '@target': '#b23', '#text': 'Kull (1998)'}, {'@type': 'bibr', '@target': '#b69', '#text': '(White, 1961;'}, {'@type': 'bibr', '@target': '#b68', '#text': 'Wescoat, 1987)'}, {'@type': 'bibr', '@target': '#b23', '#text': 'Kull (1998)'}], '#text': ""What is missing is a means to link this multitude of explanations to an overall understanding of the process that leads to transformation, an approach that handles a variety of intertwined, yet distinct explanations"
1-s2.0-S0301479717300713-main.pdf.tei_169,"P6: From my perspective, the [land use ]aspect that is degrading the land is including the fire … P7: But that aspect where people don\'t want to plant trees is because of the bush fires"
1-s2.0-S0301479717300713-main.pdf.tei_21,"Knowledge of relevant driving forces and their impact on gains or losses in ecosystem services contributes to provide consultations for sustainable development by delivering improved decision criteria and policy advice .'}, 'The objectives of our study are to identify and characterise the most relevant driving forces of [LULCC] in the Upper East Region located in the Sudanian and Guinean [Savannah] Zone of northern Ghana"
1-s2.0-S003442571730041X-main.pdf.tei_46,"[Seasonal] metrics were extracted on an annual basis from the MODIS NDVI time series using the Timesat software (http://web.nateko.lu.se/ timesat/timesat.asp) , which is a widelyused tool to analyze satellite time series in relation to vegetation phenology "
1-s2.0-S0264837701000205-main.pdf.tei_2,"It is proposed that models of [land use ]pattern trajectories as well as of resilience of [land use ]systems have to recognise a strong random element related to unforeseeable events.'}
    Body Content:
      div: [{'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': 'Introduction', 'p': [""A priori judgements about the importance or character of man's use of land dominate official documents, such as international conventions and National Environmental Action Plans, which underpin environmental and natural resource management politics"
1-s2.0-S0006320709005400-main.pdf.tei_71,"Bird species richness was greatly reduced in fallows, and most of the species that did occur were generalists, with secondary [forest] species becoming more common in older fallows .'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '3.2.4.', '#text': 'Tree plantations'}, 'p': {'ref': [{'@type': 'figure', '#text': '3'}, {'@type': 'bibr', '@target': '#b60', '#text': '(Loumeto and Huttel, 1997)'}, {'@type': 'bibr', '@target': '#b10', '#text': '(Bloemers et al., 1997;'}, {'@type': 'bibr', '@target': '#b26', '#text': 'Eggleton et al., 2002;'}, {'@type': 'bibr', '#text': 'Lachat et al., 2006a'}, {'@type': 'bibr', '@target': '#b53', '#text': 'Lachat et al., , 2007;;'}, {'@type': 'bibr', '@target': '#b58', '#text': 'Lawton et al., 1998;'}, {'@type': 'bibr', '@target': '#b81', '#text': 'Stork et al., 2003)'}, {'@type': 'bibr', '@target': '#b32', '#text': '(Fermon et al., 2000;'}, {'@type': 'bibr', '#text': 'Lachat et al., 2006b)'}, {'@type': 'bibr', '@target': '#b26', '#text': '(Eggleton et al., 2002;'}, {'@type': 'bibr', '@target': '#b58', '#text': 'Lawton et al., 1998;'}, {'@type': 'bibr', '@target': '#b87', '#text': 'Watt et al., 2002)'}, {'@type': 'bibr', '#text': '(Lachat et al., 2006b)'}], '#text': 'While natural [forest] has declined across West Africa, plantations, often but not always of non-native species, have been established to help meet increased demand for timber, fuelwood and pulp"
1-s2.0-S016788090800131X-main.pdf.tei_55,"In general, land tenure issue in the country is still a subject of contention, as the Land Reform  seems not to be fully applied.'}, {'ref': [{'@type': 'bibr', '@target': '#b31', '#text': 'Ouedraogo (2001)'}, {'@type': 'bibr', '@target': '#b32', '#text': '(Ouedraogo, 2002;'}, {'@type': 'bibr', '#text': 'Stakeholders communication in 2003)'}], '#text': 'Several factors contribute to a more complex [land use ]dynamics pattern when studied at a regional scale"
1-s2.0-S016788090800131X-main.pdf.tei_70,"Disturbance on different [land use ]types in Boala and Yale ´villages: (A) cutting for fuelwood and local construction, (B) pruning for animal feed, (C) damage incurred by elephants, and (D) grazing impact.', 'graphic': {'@coords': '7,136.74,527.19,331.54,192.36', '@type': 'bitmap'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_0', 'head': 'Table 1', 'label': '1', 'figDesc': '[Land use ]change at a local level for the period[1984][1985][1986][1987][1988][1989][1990][1991][1992][1993][1994][1995][1996][1997][1998][1999][2000][2001][2002]', 'table': {'row': [{'cell': ['[Land use ]type', '1984', None, '1997', None, '2002', None]}, {'cell': [None, 'Total (ha)', '%', 'Total (ha)', '%', 'Total (ha)', '%']}, {'cell': ['(A) Boala', None, None, None, None, None, None]}, {'cell': ['Croplands', '586', '7', '957', '12', '1,145', '14']}, {'cell': ['Grazing lands', '1,038', '13', '3,616', '44', '3,719', '45']}, {'cell': ['[Forest] lands', '6,434', '78', '3,614', '44', '3,323', '40']}, {'cell': ['Gallery forests', '191', '2', '62', '1', '62', '1']}, {'cell': ['Total', '8,249', '100', '8,249', '100', '8,249', '100']}, {'cell': ['(B) Yale Ćroplands', None, None, None, None, None, None]}, {'cell': [None, '2,184', '21', '2,735', '26', '3,205', '30']}, {'cell': ['Grazing lands', '3,169', '30', '5,006', '47', '5,112', '48']}, {'cell': ['[Forest] lands', '4,411', '41', '2,282', '21', '1,879', '18']}, {'cell': ['Gallery forests', '877', '8', '618', '6', '445', '4']}, {'cell': ['Total', '10,641', '100', '10,641', '100', '10,641', '100']}]}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_1', 'head': 'Table 2', 'label': '2', 'figDesc': 'Regional [land use ]dynamic in the southern area of Sissili and Ziro Provinces during 1986-2002', 'table': {'row': [{'cell': ['Land use', '1986', None, '2002', None, {'@cols': '2', '#text': 'Total change'}, 'Annual']}, {'cell': ['type', 'ha', '%', 'ha', '%', 'ha', '%', 'change (%)']}, {'cell': ['[Forest] lands', '209,561', '17', '197,747', '16', 'À11,814', {'@cols': '2', '#text': 'À6 À0.38'}]}, {'cell': ['Grazing lands', '738,176', '60', '632,828', {'@cols': '4', '#text': '51 À105,348 À14 À0.88'}]}, {'cell': ['Gallery forests', '75,949', '6', '55,919', '4', {'@cols': '3', '#text': 'À20,035 À26 À1.63'}]}, {'cell': ['Croplands', '213,414', '17', '340,606', '28', {'@cols': '3', '#text': '127,192 +60 +3.75'}]}, {'cell': ['Total area', {'@cols': '5', '#text': '1,237,100 100 1,237,100 100 1,237,100'}, '0', '0']}]}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_3', 'head': 'Table 5', 'label': '5', 'figDesc': 'Size of commercial farms possessed by agri-business actors and its proportion to the total cropland in each district in the southern region of Burkina Faso in 2002', 'table': {'row': [{'cell': ['Districts', 'Area (ha) a', 'Area in %', 'Proportion of croplands']}, {'cell': ['Bakata', '120', '3', '0.5']}, {'cell': ['Sapouy', '948', '27', '2.1']}, {'cell': ['Cassou', '1228', '35', '5.4']}, {'cell': ['Leo', '667', '19', '2.7']}, {'cell': ['To', '105', '3', '0.2']}, {'cell': ['Bie ´ha', '200', '6', '0.8']}, {'cell': ['Boura', '200', '6', '0.5']}, {'cell': ['Total/region', '3468', '100', '1.0']}, {'cell': [{'@cols': '3', '#text': 'a Data readapted by authors after Ouedraogo (2002).'}, None]}]}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_4', 'head': 'Table 6', 'label': '6', 'figDesc': 'Farm characteristics (mean AE S.D.), farming techniques and access to land by native and migrant populations in Bola and Yale ´villages', 'table': {'row': [{'cell': ['Items', 'Native farmers', 'Migrant farmers']}, {'cell': ['Farm characteristics', None, None]}, {'cell': ['Crops area per farmer (ha)', '3.8 AE 1.9', '4.8 AE 3.3']}, {'cell': ['Farming duration (year)', '12 AE 10', '16 AE 8']}, {'cell': ['Labor average size per farmer', '4 AE 2', '7 AE 4']}, {'cell': ['Farming techniques (%)', None, None]}, {'cell': ['Manual techniques user', '9', '9']}, {'cell': ['Oxen plough users', '21', '25']}, {'cell': ['Small ruminant rearing', '13', '19']}, {'cell': ['Off-farm activities', '17', '17']}, {'cell': ['Form of access to land (%)', None, None]}, {'cell': ['Access to land by gift', '86', '9']}, {'cell': ['Access to land by loan', '14', '91']}]}}]
"
1-s2.0-S0304387816300670-main.pdf.tei_212,"to coast)/1000', 'À 1.83', '47.6', None, None, None]}, {'cell': [None, '(94.1)', '(96.7)', None, None, None]}, {'cell': ['Notes: Table 4', None, None, None, None, None]}, {'cell': [{'@cols': '2', '#text': 'Moisture change and [urbanization]: heterogeneity by industry and aridity.'}, None, None, None, None]}, {'cell': [None, '(1)', None, '(2)', None, '(3)']}, {'cell': ['Δmoisture', 'À 0.385 nn', None, 'À 1.385 nnn', None, 'À 1.493 nnn']}, {'cell': [None, '(0.180)', None, '(0.414)', None, '(0.417)']}, {'cell': ['Δmoisture Â 1(base moisture41)', '0.783 nnn', None, '0.638', None, '0.641']}, {'cell': [None, '(0.300)', None, '(0.712)', None, '(0.731)']}, {'cell': ['Δmoisture Â (9 -#modern industries)', None, None, '0.117 nn', None, None]}, {'cell': [None, None, None, '(0.0482)', None, None]}, {'cell': ['Δmoisture Â (14 -#all industries)', None, None, None, None, '0.0833 nnn']}, {'cell': [None, None, None, None, None, '(0.0311)']}, {'cell': ['Δmoisture Â (9 -#modern industries) Â 1(base moisture41)', None, None, '0.0191', None, None]}, {'cell': [None, None, None, '(0.0868)', None, None]}, {'cell': ['Δmoisture Â (14 -#all industries) Â 1(base moisture4 1)', None, None, None, None, '0.0124']}, {'cell': [None, None, None, None, None, '(0.0584)']}, {'cell': ['F-test that base moisture and its interactions are jointly zero', None, None, '2.44', None, '2.54']}, {'cell': ['P-value', None, None, '0.0249', None, '0.0202']}, {'cell': ['Notes:', None, None, None, None, None]}]}, 'note': {'p': 'n p o 0.1, **p o 0.05, ***p o 0.01.'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_3', 'head': 'Table 5', 'label': '5', 'figDesc': ""Effect of moisture change on national [urbanization] and primacy"
1-s2.0-S0140196310000893-main.pdf.tei_36,"As quoted by  the higher the [land use ]intensity, the lower the fire frequency: indeed our results attest the high frequency of fire inside protected areas and on gravelly soils and hardpan complexes unsuitable for [agriculture]"
